,PGC,GWGC_name,HyperLEDA_name,2MASS_name,SDSS-DR12_name,Type,RA,Dec,dist,dist_err,z,B_mag,B_err,B_Abs,J_mag,J_err,H_mag,H_err,K_mag,K_err,flag2,flag3,Av,SkyCoord,HST,used
696,53463.0,NGC5798,NGC5798,14573796+2958065,,G,224.408188,29.968494,27.5448739809,,0.009703,13.075,,-19.1252,12.190999999999999,0.042,11.571,0.06,11.276,0.092,3,1,0.05,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (224.408188, 29.968494)>",0.0,False
697,61468.0,PGC061468,PGC061468,18092657+1907036,,G,272.360748,19.117682000000002,35.3779568962,,0.017618,14.4,,-18.3437,12.162,0.033,11.494000000000002,0.05,11.3,0.07,3,1,0.218,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (272.360748, 19.117682)>",0.0,False
698,38777.0,NGC4159,NGC4159,12105363+7607329,,G,182.72348,76.12583199999999,29.7911503065,,0.014088999999999999,13.809000000000001,,-18.5614,12.27,0.042,11.582,0.06,11.296,0.071,3,1,0.173,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (182.72348, 76.125832)>",0.0,False
699,44952.0,PGC044952,PGC044952,13020332-1452585,,G,195.51387,-14.882943,14.144395008399998,,0.005164,13.720999999999998,,-17.0319,12.120999999999999,0.032,11.485,0.035,11.293,0.077,3,1,0.151,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (195.51387, -14.882943)>",0.0,False
700,49411.0,NGC5348,NGC5348,13541125+0513379,,G,208.54689,5.227196,21.4256079643,,0.00363930181965,13.2,0.3,-18.4547,12.142999999999999,0.042,11.444,0.049,11.284,0.099,3,1,0.077,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (208.54689, 5.227196)>",0.0,False
701,46533.0,PGC046533,PGC046533,13201855-1632155,,G,200.077301,-16.537647,29.6829062656,,0.020102000000000002,14.035,,-18.3275,12.321,0.036000000000000004,11.729000000000001,0.051,11.306,0.073,3,1,0.22,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (200.077301, -16.537647)>",0.0,False
702,12798.0,PGC012798,PGC012798,03252491-1613594,,G,51.353809000000005,-16.233192000000003,28.7175570604,,0.005375582687790001,13.6,0.3,-18.6907,12.312000000000001,0.04,11.616,0.049,11.294,0.083,3,1,0.109,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (51.353809, -16.233192)>",0.0,False
703,28259.0,NGC3011,NGC3011,09494124+3213156,,G,147.421844,32.221008000000005,25.520897863400002,,0.008453,14.273,,-17.7615,12.107000000000001,0.018000000000000002,11.517999999999999,0.025,11.288,0.036000000000000004,3,1,0.044,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (147.421844, 32.221008)>",0.0,False
704,37476.0,ESO572-018,ESO572-018,11555059-1811474,,G,178.9608,-18.196527,19.4233888078,,0.004673,13.215,,-18.2266,12.077,0.038,11.467,0.054000000000000006,11.298,0.10099999999999999,3,1,0.123,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (178.9608, -18.196527)>",0.0,False
705,40048.0,PGC040048,PGC040048,12221754+7450182,,G,185.57308999999998,74.838394,31.4889713691,,0.012949,14.66,,-17.8308,12.175999999999998,0.023,11.5,0.028999999999999998,11.293,0.044000000000000004,3,1,0.087,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (185.57309, 74.838394)>",0.0,False
706,45860.0,ESO576-008,ESO576-008,13121890-1926457,,G,198.078766,-19.446053,35.911654368200004,,0.021147,14.427999999999999,,-18.3482,12.27,0.033,11.523,0.04,11.319,0.068,3,1,0.255,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (198.078766, -19.446053)>",0.0,False
707,39754.0,IC0781,IC0781,12200327+1457412,,G,185.013626,14.961459,19.6606443391,,0.007808,13.96,,-17.508,12.142999999999999,0.035,11.514000000000001,0.049,11.299000000000001,0.079,3,1,0.092,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (185.013626, 14.961459)>",0.0,False
708,22640.0,UGC04078,UGC04078,08042480+8438291,,G,121.10336299999999,84.641418,30.4926744625,,0.00751086375543,13.64,0.3,-18.781,12.387,0.037000000000000005,11.628,0.052000000000000005,11.311,0.062,3,1,0.162,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (121.103363, 84.641418)>",0.0,False
709,135126.0,PGC135126,PGC135126,04134354-1729369,,G,63.431458,-17.493584,29.6525986941,,0.006558723279359999,14.27,0.66,-18.0903,12.186,0.024,11.481,0.035,11.306,0.054000000000000006,3,1,0.086,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (63.431458, -17.493584)>",0.0,False
710,42753.0,NGC4640,NGC4640,12425775+1217121,,G,190.740631,12.286719999999999,25.9273036188,,0.004324112162060001,14.2,0.23,-17.8688,12.263,0.044000000000000004,11.574000000000002,0.055,11.31,0.09,3,1,0.084,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (190.740631, 12.28672)>",0.0,False
711,23646.0,IC2361,IC2361,08254451+2752281,,G,126.43547099999999,27.874478999999997,30.891150164099997,,0.022244,13.902000000000001,,-18.5472,12.270999999999999,0.032,11.675,0.054000000000000006,11.314,0.057,3,1,0.1,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (126.435471, 27.874479)>",0.0,False
712,39951.0,UGC07411,UGC07411,12213407+0446464,,G,185.391998,4.779562,31.393657884299998,,0.018057,14.366,,-18.1182,12.264000000000001,0.036000000000000004,11.554,0.04,11.307,0.076,3,1,0.045,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (185.391998, 4.779562)>",0.0,False
713,11383.0,NGC1159,NGC1159,03004652+4309451,,G,45.193844,43.162529,32.186592694299996,,0.00830655415328,13.58,0.3,-18.9584,12.325999999999999,0.028999999999999998,11.647,0.038,11.364,0.052000000000000005,3,1,0.437,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (45.193844, 43.162529)>",0.0,False
714,2675.0,NGC0244,NGC0244,00454643-1535487,,G,11.44346,-15.596878,16.5262191974,,0.00268758134379,13.68,0.3,-17.4109,12.12,0.031,11.565,0.052000000000000005,11.315999999999999,0.07400000000000001,3,1,0.056,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (11.44346, -15.596878)>",0.0,False
715,9510.0,UGC01970,UGC01970,02295401+2515230,,G,37.475082,25.256411,26.0181045944,,0.00782691391346,14.03,0.3,-18.0464,12.418,0.032,11.720999999999998,0.045,11.350999999999999,0.065,3,1,0.307,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (37.475082, 25.256411)>",0.0,False
716,38113.0,PGC038113,PGC038113,12033602+1603197,,G,180.900116,16.055481,15.186456121199999,,0.014606000000000001,13.745,,-17.1623,12.209000000000001,0.024,11.597999999999999,0.038,11.322000000000001,0.05,3,1,0.08,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (180.900116, 16.055481)>",0.0,False
717,46523.0,PGC046523,PGC046523,13201698-1448455,,G,200.070786,-14.812647,37.0140857524,,0.013822,14.687000000000001,,-18.1548,12.195,0.026000000000000002,11.561,0.036000000000000004,11.333,0.057999999999999996,3,1,0.166,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (200.070786, -14.812647)>",0.0,False
718,819710.0,PGC819710,PGC819710,06071971-2204088,,G,91.832161,-22.069129999999998,39.9067880013,,0.022969999999999997,15.001,,-18.0042,12.300999999999998,0.023,11.562999999999999,0.027999999999999997,11.335,0.057,3,1,0.163,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (91.832161, -22.06913)>",0.0,False
719,16926.0,PGC016926,PGC016926,05130255-0912383,,G,78.260635,-9.210658,37.1833954202,,0.018056,14.324000000000002,,-18.5277,12.36,0.033,11.627,0.045,11.37,0.07200000000000001,3,1,0.395,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (78.260635, -9.210658)>",0.0,False
720,12154.0,PGC012154,PGC012154,03162130-2551174,,G,49.088768,-25.854837,23.3947320298,,0.008294,14.232999999999999,,-17.6126,12.159,0.034,11.54,0.057,11.325,0.08900000000000001,3,1,0.044,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (49.088768, -25.854837)>",0.0,False
721,42389.0,IC3631,IC3631,12394804+1258261,,G,189.950195,12.973927,38.8292746035,,0.005614,14.104000000000001,,-18.8418,12.12,0.025,11.478,0.039,11.335,0.055,3,1,0.103,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (189.950195, 12.973927)>",0.0,False
722,31945.0,UGC05833,UGC05833,10430600+2025199,,G,160.775024,20.422220000000003,22.245904578,,0.009018,14.32,,-17.4163,12.21,0.021,11.597999999999999,0.028999999999999998,11.335999999999999,0.049,3,1,0.081,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (160.775024, 20.42222)>",0.0,False
723,46252.0,IC4216,IC4216,13170188-1046121,,G,199.25784299999998,-10.77003,36.497537888000004,,0.00825426412713,12.69,0.34,-20.1213,12.219000000000001,0.054000000000000006,11.630999999999998,0.08,11.342,0.128,3,1,0.115,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (199.257843, -10.77003)>",0.0,False
724,37352.0,UGC06879,UGC06879,11542508-0219110,,G,178.604523,-2.3197229999999998,33.8165047266,,0.009572,13.79,,-18.8556,12.197000000000001,0.043,11.495,0.057,11.343,0.1,3,1,0.068,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (178.604523, -2.319723)>",0.0,False
725,51901.0,NGC5673,NGC5673,14313092+4957317,,G,217.878845,49.958813,33.8381855466,,0.00873516436758,13.2,0.3,-19.447,12.217,0.035,11.497,0.052000000000000005,11.341,0.068,3,1,0.055,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (217.878845, 49.958813)>",0.0,False
726,71838.0,UGC12692,UGC12692,23354301+2017205,,G,353.92922999999996,20.289045,31.930922236300002,,0.028968999999999998,14.568,,-17.9531,12.376,0.034,11.648,0.045,11.364,0.068,3,1,0.192,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (353.92923, 20.289045)>",0.0,False
727,30630.0,UGC05646,UGC05646,10255305+1421486,,G,156.471054,14.363520000000001,22.5395440412,,0.00589176294588,12.95,0.3,-18.8147,12.185,0.027999999999999997,11.567,0.046,11.36,0.066,3,1,0.14,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (156.471054, 14.36352)>",0.0,False
728,5343.0,IC0114,IC0114,01262257+0954358,,G,21.594063000000002,9.909971,32.1952599031,,0.013391,14.657,,-17.882,12.435,0.039,11.707,0.049,11.392999999999999,0.08199999999999999,3,1,0.38,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (21.594063, 9.909971)>",0.0,False
729,30569.0,NGC3225,NGC3225,10250992+5809000,,G,156.29136699999998,58.150020999999995,34.8096601378,,0.018902000000000002,13.379000000000001,,-19.3295,12.147,0.035,11.687000000000001,0.065,11.349,0.07400000000000001,3,1,0.026,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (156.291367, 58.150021)>",0.0,False
730,14658.0,ESO483-013,ESO483-013,04124111-2309319,,G,63.17132900000001,-23.158886,13.9334477049,,0.004282,13.618,,-17.1023,12.147,0.037000000000000005,11.637,0.06,11.377,0.094,3,1,0.141,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (63.171329, -23.158886)>",0.0,False
731,34967.0,UGC06402,UGC06402,11231913-0055207,,G,170.82974199999998,-0.9224399999999999,36.9793568376,,0.018857,14.138,,-18.7018,12.327,0.028999999999999998,11.542,0.038,11.374,0.067,3,1,0.12,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (170.829742, -0.92244)>",0.0,False
732,60003.0,NGC6339,NGC6339,17170650+4050418,,G,259.2771,40.844959,33.9682740254,,0.013725,13.574000000000002,,-19.0814,12.16,0.031,11.562000000000001,0.046,11.370999999999999,0.07200000000000001,3,1,0.078,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (259.2771, 40.844959)>",0.0,False
733,5363.0,PGC005363,PGC005363,01263327+3952517,,G,21.638643,39.881031,33.573691121799996,,0.03404,15.136,,-17.494,12.343,0.035,11.675999999999998,0.051,11.385,0.066,3,1,0.157,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (21.638643, 39.881031)>",0.0,False
734,35111.0,PGC035111,PGC035111,11252297-0935114,,G,171.345718,-9.586517,28.016483629899998,,0.013628,14.357000000000001,,-17.8801,12.162,0.03,11.572000000000001,0.045,11.380999999999998,0.064,3,1,0.118,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (171.345718, -9.586517)>",0.0,False
735,51785.0,NGC5636,NGC5636,14293905+0315583,,G,217.412735,3.266221,24.660726239499997,,0.016225,13.785,,-18.175,12.227,0.036000000000000004,11.58,0.042,11.378,0.08,3,1,0.088,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (217.412735, 3.266221)>",0.0,False
736,19846.0,UGC03509,UGC03509,06545448+8538171,,G,103.727013,85.638092,27.5665056861,,0.009518,14.519,,-17.6829,12.302999999999999,0.027999999999999997,11.630999999999998,0.045,11.402000000000001,0.06,3,1,0.264,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (103.727013, 85.638092)>",0.0,False
737,10132.0,NGC1047,NGC1047,02403280-0808511,,G,40.136696,-8.147538,23.144194827399996,,0.0074459999999999995,14.047,,-17.7752,12.232999999999999,0.033,11.579,0.047,11.379000000000001,0.08199999999999999,3,1,0.067,"<SkyCoord (FK5: equinox=J2000.000): (ra, dec) in deg
    (40.136696, -8.147538)>",0.0,False
