,Dec,Galaxies,RA
663,35.25662600000001,['UGC05738'],158.624252
664,75.49736,['PGC039763'],185.018875
665,76.421738,['UGC04238'],122.903145
666,80.953102,['UGC03604'],105.592262
667,5.608433,['NGC2504'],119.967957
668,17.264484,['UGC01020'],21.683321
669,31.299576,['PGC036653'],176.404099
670,48.337749,['UGC05151'],145.112732
671,11.594852,['UGC09356'],218.223022
672,46.672138,['NGC5169'],202.041809
673,-18.524979,['ESO564-019'],136.36463899999998
674,-20.649721,['PGC046939'],201.316727
675,52.296146,['UGC09741'],227.139587
676,21.522646,['IC1596'],13.678428
677,39.825787,['UGC00578'],14.088087
678,5.880225,['NGC4423'],186.787384
679,41.574047,['PGC012519'],50.137524
680,61.413132,['UGC04159'],120.46312
681,6.206764,['UGC00313'],7.858834
682,15.745212,['IC0783'],185.411575
683,45.967457,['UGC04393'],126.51815
684,26.686163,['PGC045858'],198.073608
685,31.211599,['PGC025063'],133.888123
686,50.652821,['UGC06992'],180.079239
687,11.071589,['IC3510'],188.56163
688,-10.102886,['PGC036643'],176.35907
689,76.465027,['UGC05050'],142.795746
690,-17.53359,['PGC046049'],198.626709
691,41.344749,['UGC10200'],241.441299
692,23.89633,['UGC04054'],117.733383
693,14.196059,['IC3478'],188.184235
694,16.024527,['IC3369'],186.820419
695,-19.008352,['NGC1390'],54.467335
696,42.074951,['UGC06805'],177.550781
697,75.848671,['IC4660'],260.438416
698,-7.333088,['NGC0298'],13.75978
699,5.741135,['NGC4376'],186.325256
700,-20.662615,['ESO563-016'],130.815598
701,72.794472,['UGC04242'],122.746841
702,6.917391,['UGC05923'],162.281448
703,-7.474936,['IC1084'],225.311905
704,-4.70657,['PGC090146'],170.941437
705,-0.718384,['NGC5705'],219.957047
706,28.939617,['UGC00285'],7.213058
707,51.254295,['UGC04824'],137.889893
708,18.904839000000006,['UGC10297'],243.870041
709,55.838554,['UGC10589'],252.597687
710,45.745472,['UGC10370'],245.896317
711,46.262306,['PGC047295'],202.207458
712,15.909947,['2MASXJ12324271+1554358'],188.177994
713,19.792175,['UGC05989'],163.133057
714,3.489693,['PGC001714'],6.964797
715,5.004434,['PGC001750'],7.110857000000001
716,28.831509000000004,['PGC002216'],9.281693
717,-13.546391,['PGC002465'],10.302233
718,-0.4865020000000001,['PGC003043'],12.998392
719,1.888451,['PGC004826'],20.092073000000006
720,16.687975,['PGC005516'],22.1968
721,3.755425,['PGC005957'],24.098082
722,-14.452622,['PGC006529'],26.730286
723,-7.291907000000001,['PGC007682'],30.376354
724,-10.456819,['PGC009525'],37.529335
725,-17.111795,['PGC010483'],41.565659
726,19.112043,['PGC010768'],42.582279
727,-11.084081,['PGC011135'],44.192287
728,-4.2954,['PGC011248'],44.601162
729,38.659039,['PGC011875'],47.74752
730,-21.049412,['PGC011950'],48.068027
731,-3.593896,['PGC012439'],49.974293
732,-11.203396,['PGC012664'],50.729874
733,-10.250727,['PGC013200'],53.455276
734,-11.65159,['PGC016772'],76.883453
735,-14.949955,['PGC016850'],77.520668
736,-2.681762,['PGC016868'],77.700401
737,-3.339784,['PGC016930'],78.297852
738,-3.282821,['PGC022748'],121.546745
739,46.371838,['PGC023043'],123.322174
740,25.499842,['PGC023686'],126.640808
741,-7.538902,['PGC023847'],127.47628799999998
742,27.71221,['PGC024012'],128.427551
743,51.396687,['PGC024936'],133.22287
744,-2.882445,['PGC025906'],137.855652
745,-12.034163,['PGC026997'],142.65126
746,33.60041,['PGC027157'],143.429276
747,-8.943601,['PGC027616'],145.12931799999996
748,58.52412800000001,['PGC027824'],145.846207
749,55.579952,['PGC028251'],147.376465
750,-12.098308,['PGC028278'],147.486618
751,55.718231,['PGC028990'],150.308472
752,2.463347,['PGC029471'],152.043198
753,57.567039,['PGC029552'],152.397568
754,39.800465,['PGC029834'],153.494202
755,60.63417800000001,['PGC030802'],156.987869
756,37.671398,['PGC031357'],158.844681
757,-9.856272,['PGC031979'],160.90121499999995
758,-10.064809,['PGC032091'],161.29539499999996
759,14.12438,['PGC032348'],162.223801
760,17.935226,['PGC032630'],163.08918799999995
761,22.344446,['PGC033270'],165.462845
762,17.639681,['PGC033523'],166.385559
763,32.385757,['PGC035873'],174.010681
764,35.203262,['PGC036232'],175.204575
765,32.349751,['PGC036279'],175.374573
766,54.818851,['PGC036347'],175.613617
767,-3.801005,['PGC036551'],176.146774
768,-0.294134,['PGC036750'],176.753067
769,14.052876,['PGC036884'],177.183228
770,-12.467608,['PGC037007'],177.651764
771,34.894539,['PGC037189'],178.11416599999995
772,32.771336,['PGC037293'],178.426407
773,-3.682217,['PGC037336'],178.531815
774,-16.430443,['PGC037450'],178.890396
775,-19.51746,['PGC037671'],179.59903
776,44.192955,['PGC037725'],179.736801
777,13.887504000000002,['PGC037779'],179.890717
778,14.034485,['PGC037931'],180.364685
779,28.3657,['PGC038286'],181.347122
780,13.170692,['PGC038728'],182.601425
781,28.555328000000006,['PGC039740'],184.985657
782,2.747155,['PGC040157'],185.735901
783,4.2260290000000005,['PGC040339'],186.060547
784,-0.905873,['PGC040790'],186.76886
785,36.007523,['PGC041464'],187.902527
786,-1.740193,['PGC041571'],188.098343
787,18.023182,['PGC041598'],188.150574
788,75.91925,['PGC041914'],188.819412
789,8.05471,['PGC042068'],189.145615
790,5.421745,['PGC042110'],189.279449
791,4.936662,['PGC042340'],189.841293
792,9.584705,['PGC042609'],190.477554
793,-5.8674610000000005,['PGC043178'],191.909302
794,-7.429218,['PGC043710'],193.189178
795,-1.508404,['PGC043864'],193.507904
796,-10.576998,['PGC044460'],194.617783
797,-11.235501,['PGC044983'],195.56778
798,-16.592997,['PGC046256'],199.234344
799,-15.766642,['PGC046350'],199.611893
800,-16.703533,['PGC046852'],201.067581
801,30.519491,['PGC048501'],205.485519
802,52.708317,['PGC048578'],205.716141
803,-5.9847410000000005,['PGC048786'],206.408569
804,59.822933,['PGC048833'],206.672607
805,40.796173,['PGC049341'],208.317902
806,54.668697,['PGC050791'],213.341324
807,-5.401973,['PGC051523'],216.439117
808,57.95310600000001,['PGC051922'],218.023773
809,52.40626500000001,['PGC052966'],222.511658
810,-3.561531,['PGC053134'],223.144989
811,-3.826798,['PGC053161'],223.228821
812,2.463699,['PGC053384'],224.005188
813,-7.837886,['PGC054116'],227.439484
814,-13.106172,['PGC054371'],228.475876
815,45.430676,['PGC055327'],232.970474
816,43.452854,['PGC060222'],261.040588
817,74.061829,['PGC062075'],278.70224
818,70.364571,['PGC062387'],281.704315
819,13.516677,['PGC064734'],306.972382
820,0.33939899999999995,['PGC065356'],311.65863
821,-12.190611,['PGC067871'],330.496704
822,40.893707,['PGC068210'],332.630127
823,21.895884,['PGC069702'],341.75174
824,-16.165125,['PGC079364'],120.190155
825,33.583744,['PGC082546'],147.587616
826,12.407438,['PGC083348'],162.270157
827,-16.973658,['PGC083842'],198.707687
828,25.771856,['PGC086434'],192.418564
829,37.563614,['PGC087425'],136.390305
830,19.750074,['PGC093140'],330.634583
831,34.936409000000005,['PGC101479'],194.805374
832,39.45453300000001,['PGC101501'],207.879486
833,-24.981287,['PGC134068'],55.652466
834,-25.98415,['PGC134091'],54.020786
835,-21.064604,['PGC135142'],62.152515
836,49.460396,['PGC139147'],133.243332
837,-13.012584,['PGC154227'],146.09819
838,-5.853328,['PGC156904'],175.167847
839,-7.698582000000001,['PGC158522'],196.756897
840,-7.668303,['PGC170208'],192.570465
841,-5.363008,['PGC170209'],192.57988
842,-9.643734,['PGC170245'],200.827637
843,-21.179226,['PGC170257'],202.337494
844,58.74710500000001,['PGC213808'],169.51474
845,-20.650774,['PGC838777'],12.665953
846,-16.748379,['PGC894102'],197.993744
847,-16.529676000000002,['PGC896975'],213.348267
848,-15.997978,['PGC903751'],56.56451
849,-15.393767,['PGC911785'],46.281826
850,-15.042506,['PGC916523'],31.427095
851,-14.89801,['PGC918481'],178.40696699999995
852,-14.788906,['PGC919931'],212.452713
853,-14.428116,['PGC924727'],195.910477
854,-11.443323,['PGC965717'],140.058197
855,-10.755879,['PGC974148'],226.764786
856,-8.471212,['PGC1003283'],191.96225
857,-8.14531,['PGC1007660'],49.373844
858,-5.7771360000000005,['PGC1040545'],201.876251
859,-3.913513,['PGC1065295'],65.059395
860,0.014758000000000004,['PGC1154903'],40.501537
861,0.934327,['PGC1179522'],224.471176
862,1.900091,['PGC1209573'],227.196503
863,2.543104,['PGC1230189'],226.054413
864,4.952537,['PGC1275824'],144.84298700000005
865,7.808437,['PGC1331483'],129.39772
866,17.261257,['PGC1528515'],141.215866
867,17.524158,['PGC1534834'],120.099869
868,22.193045,['PGC1665309'],122.94828
869,23.417513,['PGC1687001'],157.956924
870,24.151339,['PGC1700854'],209.687546
871,24.899141,['PGC1719550'],124.316437
872,28.130146000000003,['PGC1827165'],207.00322
873,32.114651,['PGC1980945'],166.194885
874,33.020779,['PGC2020885'],138.703354
875,33.159744,['PGC2025056'],183.912384
876,37.730717,['PGC2108063'],207.458893
877,43.744328,['PGC2228110'],180.846039
878,46.69194,['PGC2285534'],125.565712
879,53.495865,['PGC2442676'],179.984207
880,54.045593,['PGC2458152'],174.435333
881,54.80069399999999,['PGC2480744'],211.81958
882,55.145077,['PGC2492054'],180.458908
883,55.70814100000001,['PGC2511617'],210.766891
884,58.15659,['PGC2575211'],179.545593
885,61.777573,['PGC2624407'],178.91137700000004
886,-24.45825,['PGC3081514'],134.033203
887,-20.174149,['PGC3094336'],68.47318299999999
888,-7.715742999999999,['PGC3103599'],319.527374
889,-12.953378,['PGC4608742'],221.002319
890,29.610561,['PGC020554'],109.150543
891,-11.423014,['PGC965974'],16.601430999999998
892,41.302105,['PGC2178928'],49.161293
893,17.220304000000002,['UGC12893'],0.118662
894,83.222557,['UGC00392'],10.146702
895,-18.161798,['ESO540-016'],10.56123
896,4.091869,['IC0052'],12.099015
897,35.560326,['UGC00614'],14.90104
898,0.090482,['IC1681'],20.338806
899,5.367276,['NGC0490'],20.511894
900,16.536955,['UGC00958'],21.142612
901,43.251865,['UGC01038'],21.947098
902,36.833256,['UGC01088'],22.906544
903,18.305691,['UGC01197'],25.637691
904,-18.937841,['ESO543-023'],28.312094
905,-22.156927,['ESO544-004'],29.699440000000006
906,37.603374,['UGC01474'],30.046682
907,18.629620000000006,['UGC01546'],30.834126
908,-10.108394,['NGC0811'],31.145164
909,25.206558,['UGC01739'],33.933640000000004
910,28.203608000000006,['UGC01753'],34.132313
911,38.076744,['UGC01767'],34.521107
912,37.911999,['UGC01793'],35.021851
913,1.160413,['IC0225'],36.617725
914,-4.215426,['NGC0963'],37.630375
915,19.153097,['UGC01999'],37.967506
916,0.4199890000000001,['UGC02081'],39.00388
917,43.355106,['UGC02172'],40.545135
918,42.650135,['UGC02370'],43.609287
919,33.766605,['UGC02392'],43.943413
920,40.251328,['UGC02463'],45.155758
921,-23.419153,['ESO482-018'],54.573582
922,-19.905106,['ESO548-076'],55.382542
923,78.278679,['UGC02907'],60.663467
924,-21.431089,['ESO550-008'],61.90144
925,-18.605339,['ESO554-018'],84.196701
926,-22.946722,['ESO487-035'],85.50219
927,-21.06052,['ESO556-012'],94.455238
928,14.728967,['UGC03586'],103.373772
929,67.983795,['UGC03749'],108.974152
930,26.647455,['UGC03784'],109.494247
931,32.80418,['UGC03833'],111.197144
932,70.85218,['UGC03921'],114.54968999999998
933,60.30415,['IC2209'],119.05925
934,73.939316,['NGC2634A'],132.15905800000002
935,20.697361,['UGC04809'],137.334579
936,6.329631,['UGC04890'],139.046097
937,42.991611,['UGC04882'],139.104675
938,47.872063,['UGC04922'],139.652954
939,64.238777,['NGC2820A'],140.375336
940,-0.728121,['UGC04996'],140.815506
941,76.319626,['NGC2938'],144.599075
942,-21.148729,['ESO566-010'],146.532333
943,79.810631,['UGC05203'],146.732681
944,2.627481,['UGC05249'],146.939087
945,-25.009165,['ESO499-008'],147.496445
946,80.285667,['NGC3057'],151.413773
947,32.946377000000005,['UGC05446'],151.628632
948,58.490326,['UGC05480'],152.55661
949,7.024133,['UGC05522'],153.49498
950,39.451393,['UGC05518'],153.543243
951,22.124683,['UGC05524'],153.590363
952,-3.49775,['IC0600'],154.295532
953,38.61554,['UGC05577'],155.015152
954,57.027111,['NGC3220'],155.934433
955,12.629827,['UGC05625'],155.95216399999995
956,28.6394,['NGC3245A'],156.754776
957,43.137337,['UGC05707'],157.80908200000005
958,68.819496,['UGC05765'],159.37063600000005
959,47.947124,['UGC05791'],159.861877
960,13.460016,['UGC05832'],160.702225
961,77.10219599999998,['UGC05854'],161.485458
962,49.725864,['UGC06029'],163.75950600000004
963,51.203377,['UGC06162'],166.727905
964,22.929598,['UGC06194'],167.252594
965,38.052654,['UGC06307'],169.417709
966,-21.470627,['ESO570-019'],170.050522
967,31.222178000000003,['UGC06355'],170.165924
968,69.63176700000001,['UGC06378'],170.53462199999996
969,13.065109,['IC2763'],170.576584
970,38.060509,['UGC06433'],171.382614
971,9.987267,['IC0692'],171.47288500000005
972,8.731029,['IC2828'],171.79567
973,40.013084,['UGC06455'],171.842056
974,20.583197,['IC0700'],172.313721
975,54.85052099999999,['NGC3733'],173.75659199999996
976,45.942841,['UGC06628'],175.02796899999996
977,15.973731,['UGC06655'],175.460922
978,51.598007,['UGC06667'],175.60961899999995
979,55.478497,['UGC06685'],175.87979099999995
980,55.035046,['NGC3846A'],176.061554
981,69.383659,['NGC3879'],176.705856
982,53.160336,['UGC06923'],179.20636000000005
983,30.697533,['IC2984'],179.781265
984,-15.948439000000002,['NGC4035'],180.12171899999996
985,-19.522711,['ESO572-049'],180.851944
986,-25.380171,['ESO505-008'],180.895721
987,2.641282,['UGC07035'],180.917267
988,42.955791,['UGC07094'],181.544891
989,43.111183,['NGC4118'],181.970184
990,18.997417,['UGC07133'],182.332413
991,18.827805,['UGC07170'],182.653976
992,35.958447,['UGC07257'],183.762314
993,12.453946,['IC3099'],184.288452
994,3.856483,['UGC07354'],184.791
995,2.079584,['UGC07370'],184.91803
996,11.849575,['IC3305'],186.310379
997,11.663566,['IC3358'],186.726761
998,16.687707999999994,['NGC4502'],188.013977
999,20.18372,['UGC07697'],188.215103
1000,1.409997,['UGC07841'],190.298248
1001,-1.350595,['NGC4629'],190.636368
1002,-4.579773,['NGC4678'],192.426514
1003,15.84137,['NGC4758'],193.186401
1004,-19.26899,['ESO575-029'],193.998657
1005,29.654295,['UGC08076'],194.45816
1006,-13.57169,['IC4177'],196.620621
1007,-21.748224,['ESO576-003'],197.648849
1008,36.63422,['NGC5002'],197.659103
1009,-19.830223,['ESO576-005'],197.829086
1010,3.411575,['UGC08263'],197.846802
1011,7.184258,['UGC08285'],198.138626
1012,-19.079916,['ESO576-027'],199.671906
1013,-22.05109,['ESO576-040'],200.182266
1014,-13.041861,['NGC5099'],200.331955
1015,28.316532,['NGC5117'],200.73526
1016,23.306301,['UGC08409'],200.753571
1017,62.024632,['UGC08514'],202.748672
1018,-23.68347,['ESO509-064'],203.66275
1019,8.969322,['UGC08575'],203.940079
1020,60.312992,['UGC08716'],206.651489
1021,36.130653,['UGC08731'],207.028473
1022,4.396624,['UGC08857'],209.110992
1023,-25.567623,['ESO510-032'],209.863846
1024,60.990227,['UGC08988'],210.834717
1025,4.112113,['UGC08986'],211.06601
1026,55.102921,['NGC5486'],211.854279
1027,54.218536,['UGC09071'],212.512741
1028,-24.418186,['ESO511-015'],213.713867
1029,3.983181,['NGC5569'],215.133987
1030,39.497482,['UGC09194'],215.287888
1031,39.53931,['UGC09242'],216.338135
1032,29.951725,['UGC09266'],216.871033
1033,-18.513266,['NGC5744'],221.661148
1034,35.54232800000001,['UGC09562'],222.80986
1035,43.720875,['UGC09569'],222.999191
1036,-1.387659,['UGC09601'],224.008087
1037,-23.114044,['ESO513-028'],228.633743
1038,11.054233,['UGC09814'],229.854706
1039,-18.34886,['ESO582-004'],230.191513
1040,46.078083,['UGC10010'],236.190399
1041,20.185495,['NGC6168'],247.836716
1042,70.780266,['NGC6236'],251.144577
1043,49.884243,['UGC10806'],259.714203
1044,-18.078445,['ESO594-017'],297.091492
1045,-12.688,['NGC6836'],298.666748
1046,2.414376,['NGC7077'],322.4984740000001
1047,-21.209343,['ESO601-001'],329.1787720000001
1048,14.123624,['UGC11866'],329.642853
1049,14.360099,['UGC11921'],332.315277
1050,-25.976063,['ESO533-005'],333.9331049999999
1051,7.726017,['UGC12054'],337.3852540000001
1052,-19.807016,['ESO602-030'],339.212769
1053,80.677238,['UGC12141'],339.561371
1054,-19.484766,['ESO603-005'],340.36462400000005
1055,13.601484,['UGC12281'],344.800446
1056,14.339481,['UGC12308'],345.328033
1057,30.238968,['UGC12311'],345.354584
1058,20.250782,['UGC12641'],352.727509
1059,17.515686,['UGC12707'],354.171967
1060,19.424044,['UGC12747'],355.756866
1061,70.358871,['NGC6237'],251.591583
1062,32.209461,['2MASXJ12440599+3212340'],191.024994
1063,-18.132153,['2MASXJ15131756-1807557'],228.323196
1064,30.360302,['PGC1900679'],185.064789
1065,59.502644,['PGC2591185'],211.850845
1066,73.470612,['UGC03705'],108.046562
1067,27.927687,['UGC05921'],162.301163
1068,-24.129314,['2MASXJ02420790-2407455'],40.532951
1069,-8.043101333333333,"['NGC4948A', 'NGC4958', 'NGC4948']",196.32029733333334
1070,-8.043101333333333,"['NGC4958', 'NGC4948A', 'NGC4948']",196.32029733333334
1071,21.993451333333336,"['NGC0678', 'NGC0680', 'IC1730']",27.430658333333337
1072,40.32672366666667,"['NGC5350', 'NGC5355', 'NGC5358']",208.42719533333334
1073,-3.262374,"['NGC2708', 'NGC2698', 'NGC2709']",133.99642433333335
1074,51.89329266666667,"['NGC3917', 'NGC3931', 'UGC06802']",177.674367
1075,21.993451333333336,"['NGC0680', 'NGC0678', 'IC1730']",27.430658333333337
1076,-13.120525333333333,"['NGC5916', 'NGC5915', 'NGC5916A']",230.36785866666665
1077,-13.120525333333333,"['NGC5915', 'NGC5916', 'NGC5916A']",230.36785866666665
1078,9.438697333333332,"['NGC0518', 'NGC0516', 'NGC0509']",20.985788333333335
1079,41.49535766666667,"['NGC1264', 'NGC1268', 'PGC012316']",49.61210500000001
1080,-19.491535666666664,"['ESO548-044', 'ESO548-043', 'NGC1359']",53.52426166666667
1081,40.32672366666667,"['NGC5355', 'NGC5350', 'NGC5358']",208.42719533333334
1082,-8.043101333333333,"['NGC4948', 'NGC4948A', 'NGC4958']",196.32029733333331
1083,51.89329266666667,"['NGC3931', 'NGC3917', 'UGC06802']",177.674367
1084,9.438697333333332,"['NGC0509', 'NGC0518', 'NGC0516']",20.985788333333332
1085,41.49535766666667,"['NGC1268', 'NGC1264', 'PGC012316']",49.61210500000001
1086,41.49535766666667,"['PGC012316', 'NGC1264', 'NGC1268']",49.61210500000001
1087,40.32672366666667,"['NGC5358', 'NGC5350', 'NGC5355']",208.42719533333332
1088,-19.491535666666664,"['ESO548-043', 'ESO548-044', 'NGC1359']",53.52426166666667
1089,-13.120525333333333,"['NGC5916A', 'NGC5916', 'NGC5915']",230.3678586666667
1090,-19.491535666666667,"['NGC1359', 'ESO548-044', 'ESO548-043']",53.52426166666667
1091,-3.262374,"['NGC2709', 'NGC2698', 'NGC2708']",133.99642433333335
1092,21.993451333333336,"['IC1730', 'NGC0678', 'NGC0680']",27.430658333333337
1093,51.89329266666667,"['UGC06802', 'NGC3917', 'NGC3931']",177.674367
1094,-22.937278499999998,"['NGC2613', 'ESO495-017']",128.2923735
1095,-13.787747000000001,"['NGC0720', 'PGC087905']",28.3684255
1096,-25.455201,"['NGC2566', 'ESO495-001']",124.658058
1097,48.6927265,"['NGC3893', 'NGC3896']",177.19705949999997
1098,13.0809605,"['NGC4461', 'PGC041136']",187.287392
1099,-9.690959,"['NGC3672', 'PGC035111']",171.3030165
1100,-16.655102,"['NGC2907', 'PGC027031']",142.87458049999998
1101,-21.135482000000003,"['NGC5134', 'IC4237']",201.231926
1102,-15.590199499999999,"['NGC1209', 'NGC1231']",46.567318
1103,-22.641823,"['NGC1415', 'NGC1416']",55.2494605
1104,-14.58997,"['NGC4902', 'NGC4887']",195.206192
1105,17.127184,"['NGC3686', 'NGC3684']",171.8648225
1106,57.7695045,"['NGC3619', 'NGC3625']",169.98516099999998
1107,-10.376179,"['NGC0681', 'PGC006637']",27.223316500000003
1108,-18.2964345,"['NGC4024', 'PGC870639']",179.659912
1109,39.9849245,"['NGC5313', 'NGC5311']",207.33419800000001
1110,-3.0273655,"['NGC2695', 'NGC2697']",133.68012249999998
1111,49.9317895,"['IC1029', 'NGC5673']",217.996109
1112,8.152982999999999,"['NGC4795', 'NGC4803']",193.8261795
1113,8.0592915,"['NGC4795', 'NGC4791']",193.7225725
1114,-14.8285865,"['NGC5073', 'PGC046523']",199.9533695
1115,-1.999973,"['NGC4454', 'PGC041084']",187.211441
1116,13.4737245,"['NGC4189', 'PGC1433167']",183.3769455
1117,-16.1267785,"['NGC5031', 'PGC045924']",198.4077915
1118,39.9849245,"['NGC5311', 'NGC5313']",207.33419800000001
1119,-19.353886,"['NGC5006', 'ESO576-008']",198.0097275
1120,17.127184,"['NGC3684', 'NGC3686']",171.8648225
1121,74.856262,"['NGC4133', 'UGC07189']",182.51789100000002
1122,24.0763245,"['NGC4162', 'PGC038835']",182.9320985
1123,-21.135482000000003,"['IC4237', 'NGC5134']",201.231926
1124,4.687617,"['NGC4292', 'UGC07411']",185.3553465
1125,-16.602561,"['PGC045650', 'PGC896031']",197.33094
1126,29.2791615,"['NGC4310', 'UGC07457']",185.7000655
1127,9.4286975,"['NGC4445', 'PGC041090']",187.1477585
1128,-19.920934,"['ESO572-023', 'ESO572-024']",179.2446975
1129,29.510904500000002,"['NGC3687', 'PGC213835']",172.009865
1130,-16.484529000000002,"['NGC5030', 'PGC045912']",198.374252
1131,-3.0273655,"['NGC2697', 'NGC2695']",133.68012249999998
1132,-18.2906245,"['IC0346', 'IC0345']",55.3620625
1133,3.3138,"['IC1067', 'IC1066']",223.2667925
1134,32.8777695,"['NGC3395', 'IC2604']",162.406464
1135,39.6338745,"['NGC5337', 'NGC5346']",208.17700200000002
1136,50.27874150000001,"['NGC5520', 'UGC09083']",212.9784775
1137,-24.1504005,"['ESO514-003', 'PGC792714']",229.66803000000002
1138,-6.8609235,"['NGC0586', 'PGC1028168']",22.8146585
1139,-12.635388,"['NGC5079', 'NGC5088']",199.99643700000001
1140,-5.400601,"['IC2098', 'PGC1045441']",72.5745585
1141,-12.635388,"['NGC5088', 'NGC5079']",199.99643700000001
1142,-12.521527500000001,"['NGC5088', 'NGC5097']",200.16648099999998
1143,48.340498,"['UGC09665', 'UGC09657']",225.29422
1144,-16.2826625,"['NGC5046', 'PGC083855']",198.865982
1145,15.97782,"['NGC7463', 'NGC7464']",345.47019950000004
1146,-14.239294000000001,"['NGC5809', 'PGC053654']",225.2922285
1147,3.104216,"['NGC3641', 'NGC3643']",170.32029699999998
1148,-14.239294000000001,"['PGC053654', 'NGC5809']",225.2922285
1149,-25.455201,"['ESO495-001', 'NGC2566']",124.658058
1150,28.059034,"['NGC3418', 'PGC093597']",162.8270495
1151,-21.510112499999998,"['ESO548-036', 'ESO548-040']",53.4146385
1152,9.627454,"['NGC0516', 'NGC0525']",21.127024499999997
1153,-18.544387,"['IC0343', 'PGC074886']",55.1049445
1154,3.3138,"['IC1066', 'IC1067']",223.2667925
1155,9.627454,"['NGC0525', 'NGC0516']",21.127024499999997
1156,-16.240839,"['PGC046261', 'PGC046277']",199.285217
1157,8.152982999999999,"['NGC4803', 'NGC4795']",193.8261795
1158,-16.484529000000002,"['PGC045912', 'NGC5030']",198.374252
1159,7.0743125,"['NGC4341', 'IC3267']",185.9979405
1160,73.60531250000001,"['NGC2636', 'IC2389']",132.04603600000002
1161,57.7951815,"['NGC3669', 'PGC2571927']",171.346176
1162,5.2174890000000005,"['NGC5338', 'NGC5348']",208.45370450000001
1163,-22.641823,"['NGC1416', 'NGC1415']",55.2494605
1164,-21.6977015,"['NGC1422', 'NGC1414']",55.3087485
1165,-12.521527500000001,"['NGC5097', 'NGC5088']",200.16648099999998
1166,-1.2502705,"['NGC0941', 'UGC01945']",37.0837975
1167,-19.396379500000002,"['ESO548-064', 'ESO548-065']",55.005852000000004
1168,-16.1267785,"['PGC045924', 'NGC5031']",198.4077915
1169,5.702688500000001,"['IC0782', 'NGC4287']",185.302971
1170,-14.58997,"['NGC4887', 'NGC4902']",195.206192
1171,-21.704935,"['ESO555-022', 'ESO555-020']",90.1942325
1172,5.5791474999999995,"['NGC4249', 'NGC4252']",184.5632705
1173,42.760942500000006,"['NGC5730', 'NGC5731']",220.003029
1174,3.104216,"['NGC3643', 'NGC3641']",170.32029699999998
1175,-18.2906245,"['IC0345', 'IC0346']",55.3620625
1176,57.7695045,"['NGC3625', 'NGC3619']",169.98516099999998
1177,15.212622,"['IC0797', 'PGC041544']",188.0090715
1178,-21.222518,"['PGC135072', 'ESO548-021']",51.764427
1179,12.789611,"['NGC3020', 'NGC3024']",147.570816
1180,5.2174890000000005,"['NGC5348', 'NGC5338']",208.45370450000001
1181,-19.353886,"['ESO576-008', 'NGC5006']",198.0097275
1182,12.1689145,"['NGC4640', 'NGC4641']",190.7612685
1183,4.687617,"['UGC07411', 'NGC4292']",185.3553465
1184,-14.8285865,"['PGC046523', 'NGC5073']",199.9533695
1185,49.9317895,"['NGC5673', 'IC1029']",217.996109
1186,-9.690959,"['PGC035111', 'NGC3672']",171.3030165
1187,18.792641000000003,"['UGC06320', 'UGC06324']",169.58195500000002
1188,12.789611,"['NGC3024', 'NGC3020']",147.570816
1189,30.3122485,"['NGC5089', 'PGC1900987']",199.8781965
1190,5.702688500000001,"['NGC4287', 'IC0782']",185.302971
1191,8.0592915,"['NGC4791', 'NGC4795']",193.7225725
1192,-16.2826625,"['PGC083855', 'NGC5046']",198.865982
1193,7.0743125,"['IC3267', 'NGC4341']",185.9979405
1194,-16.240839,"['PGC046277', 'PGC046261']",199.285217
1195,40.3550455,"['PGC049142', 'PGC2165675']",207.7194065
1196,12.1689145,"['NGC4641', 'NGC4640']",190.7612685
1197,39.6338745,"['NGC5346', 'NGC5337']",208.17700200000002
1198,39.6524315,"['NGC5346', 'PGC2154616']",208.33799
1199,-10.376179,"['PGC006637', 'NGC0681']",27.223316500000003
1200,-16.655102,"['PGC027031', 'NGC2907']",142.87458049999998
1201,31.180242,"['PGC032906', 'PGC142873']",164.1415485
1202,24.0763245,"['PGC038835', 'NGC4162']",182.9320985
1203,-1.999973,"['PGC041084', 'NGC4454']",187.211441
1204,9.4286975,"['PGC041090', 'NGC4445']",187.1477585
1205,13.0809605,"['PGC041136', 'NGC4461']",187.287392
1206,12.946933,"['PGC041136', 'IC3393']",187.24304999999998
1207,15.212622,"['PGC041544', 'IC0797']",188.0090715
1208,-16.64603,"['PGC045512', 'PGC896031']",197.1071395
1209,-18.544387,"['PGC074886', 'IC0343']",55.1049445
1210,-13.787747000000001,"['PGC087905', 'NGC0720']",28.3684255
1211,28.059034,"['PGC093597', 'NGC3418']",162.8270495
1212,27.927363,"['PGC093597', 'UGC05958']",162.81009699999998
1213,31.180242,"['PGC142873', 'PGC032906']",164.1415485
1214,-24.1504005,"['PGC792714', 'ESO514-003']",229.66803000000002
1215,-18.2964345,"['PGC870639', 'NGC4024']",179.659912
1216,-16.602561,"['PGC896031', 'PGC045650']",197.33094
1217,-16.64603,"['PGC896031', 'PGC045512']",197.1071395
1218,-6.8609235,"['PGC1028168', 'NGC0586']",22.8146585
1219,-5.400601,"['PGC1045441', 'IC2098']",72.5745585
1220,13.4737245,"['PGC1433167', 'NGC4189']",183.3769455
1221,30.3122485,"['PGC1900987', 'NGC5089']",199.8781965
1222,39.6524315,"['PGC2154616', 'NGC5346']",208.33799
